"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-20","0.43","62","69","56"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-21","0.00","63",,
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-23",,"62","72",
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-24",,"63","67","60"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-25",,"61","69",
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-26","0.08","63","71","55"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-28",,"61","73","52"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-29","0.12","60",,"52"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-09-30","0.20","64","74","53"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-10-02",,"65","76","53"
"ECM00084270","LOJA LA ARGELIA, EC","-4.033","-79.2","2160.0","2013-10-03","0.08","64","75","56"
